Index,week_end,entry,short_k,wing_k,width,credit,settle,pnl,vix,gap_below_trigger,entry_d,stopped,exit_debit,pnl_stop
47,2013-10-04,2013-09-30,1655.0,1605.0,50.0,4.8,1690.5,477.36,17.489999771118164,False,2013-09-30,False,,477.36
48,2013-10-11,2013-10-07,1655.0,1605.0,50.0,4.15,1703.199951171875,412.36,18.76000022888184,False,2013-10-07,True,9.25,-515.28
49,2013-10-25,2013-10-21,1705.0,1655.0,50.0,0.05,1759.77001953125,2.3600000000000043,13.34000015258789,False,2013-10-21,False,,2.3600000000000043
50,2013-11-01,2013-10-28,1725.0,1675.0,50.0,0.9,1761.6400146484375,87.36,13.619999885559082,False,2013-10-28,False,,87.36
51,2013-11-08,2013-11-04,1725.0,1675.0,50.0,0.7999999999999999,1770.6099853515625,77.36,13.350000381469728,False,2013-11-04,False,,77.36
52,2013-11-22,2013-11-18,1765.0,1715.0,50.0,1.1,1804.760009765625,107.36,12.40999984741211,False,2013-11-18,False,,107.36
53,2013-11-29,2013-11-25,1770.0,1720.0,50.0,0.25,1805.81005859375,22.36,12.550000190734863,False,2013-11-25,False,,22.36
54,2013-12-06,2013-12-02,1775.0,1725.0,50.0,1.7999999999999998,1805.0899658203125,177.36,13.90999984741211,False,2013-12-02,False,,177.36
55,2013-12-13,2013-12-09,1770.0,1720.0,50.0,0.7,1775.3199462890625,67.36,13.970000267028809,False,2013-12-09,False,,67.36
56,2013-12-27,2013-12-23,1785.0,1735.0,50.0,0.3,1841.4000244140625,27.360000000000003,13.369999885559082,False,2013-12-23,False,,27.360000000000003
57,2014-01-03,2013-12-30,1805.0,1755.0,50.0,0.5,1831.3699951171875,47.36,12.869999885559082,False,2013-12-30,False,,47.36
58,2014-01-10,2014-01-06,1800.0,1750.0,50.0,1.2,1842.3699951171875,117.36,13.40999984741211,False,2014-01-06,False,,117.36
59,2014-01-24,2014-01-21,1805.0,1755.0,50.0,0.3999999999999999,1790.2900390625,-1433.63609375,12.630000114440918,False,2014-01-21,True,2.55,-220.28
60,2014-01-31,2014-01-27,1755.0,1705.0,50.0,2.5,1782.5899658203125,247.36,17.290000915527344,False,2014-01-27,False,,247.36
61,2014-02-07,2014-02-03,1750.0,1700.0,50.0,4.9,1797.02001953125,487.36,18.56999969482422,False,2014-02-03,True,13.2,-835.2799999999999
62,2014-02-14,2014-02-10,1760.0,1710.0,50.0,2.1,1838.6300048828125,207.36,15.630000114440918,False,2014-02-10,False,,207.36
63,2014-02-28,2014-02-24,1800.0,1750.0,50.0,0.4,1859.449951171875,37.36,14.829999923706056,False,2014-02-24,False,,37.36
64,2014-03-07,2014-03-03,1825.0,1775.0,50.0,1.7000000000000002,1878.0400390625,167.36000000000004,16.469999313354492,False,2014-03-03,False,,167.36000000000004
65,2014-03-14,2014-03-10,1840.0,1790.0,50.0,1.35,1841.1300048828125,132.36,14.760000228881836,False,2014-03-10,True,5.25,-395.28
66,2014-03-28,2014-03-24,1830.0,1780.0,50.0,1.95,1857.6199951171875,192.36000000000004,14.699999809265137,False,2014-03-24,False,,192.36000000000004
67,2014-04-04,2014-03-31,1820.0,1770.0,50.0,1.0,1865.0899658203125,97.36,13.880000114440918,False,2014-03-31,False,,97.36
68,2014-04-11,2014-04-07,1830.0,1780.0,50.0,2.75,1815.68994140625,-1158.645859375,14.960000038146973,False,2014-04-07,True,0.0,269.72
69,2014-04-25,2014-04-21,1825.0,1775.0,50.0,1.0,1863.4000244140625,97.36,14.100000381469728,False,2014-04-21,False,,97.36
70,2014-05-02,2014-04-28,1825.0,1775.0,50.0,1.75,1881.1400146484373,172.36,14.270000457763672,False,2014-04-28,False,,172.36
71,2014-05-09,2014-05-05,1840.0,1790.0,50.0,1.45,1878.47998046875,142.36,13.949999809265137,False,2014-05-05,False,,142.36
72,2014-05-23,2014-05-19,1840.0,1790.0,50.0,0.95,1900.530029296875,92.36,13.170000076293944,False,2014-05-19,False,,92.36
73,2014-05-30,2014-05-27,1860.0,1810.0,50.0,0.25,1923.5699462890625,22.36,11.6899995803833,False,2014-05-27,False,,22.36
74,2014-06-13,2014-06-09,1915.0,1865.0,50.0,0.55,1936.1600341796875,52.36000000000001,11.229999542236328,False,2014-06-09,False,,52.36000000000001
75,2014-07-04,2014-06-30,1925.0,1875.0,50.0,0.75,1985.43994140625,72.36,11.75,False,2014-06-30,False,,72.36
76,2014-07-11,2014-07-07,1950.0,1900.0,50.0,0.9,1967.5699462890625,87.36,11.149999618530272,False,2014-07-07,False,,87.36
77,2014-07-25,2014-07-21,1945.0,1895.0,50.0,2.1,1978.3399658203125,207.36,12.850000381469728,False,2014-07-21,False,,207.36
78,2014-08-01,2014-07-28,1945.0,1895.0,50.0,2.65,1925.1500244140625,-1722.6375585937503,12.93000030517578,False,2014-07-28,True,8.55,-595.28
79,2014-08-08,2014-08-04,1890.0,1840.0,50.0,2.75,1931.5899658203125,272.36,16.639999389648438,False,2014-08-04,False,,272.36
80,2014-08-22,2014-08-18,1920.0,1870.0,50.0,0.7999999999999999,1988.4000244140625,77.36,12.850000381469728,False,2014-08-18,False,,77.36
81,2014-08-29,2014-08-25,1950.0,1900.0,50.0,0.3,2003.3699951171875,27.36,11.579999923706056,False,2014-08-25,False,,27.36
82,2014-09-05,2014-09-02,1970.0,1920.0,50.0,0.8,2007.7099609375,77.36,12.31999969482422,False,2014-09-02,False,,77.36
83,2014-09-12,2014-09-08,1975.0,1925.0,50.0,1.1,1985.5400390625,107.36,12.640000343322754,False,2014-09-08,False,,107.36
84,2014-09-26,2014-09-22,1975.0,1925.0,50.0,1.6,1982.8499755859373,157.36,13.140000343322754,False,2014-09-22,True,5.5,-395.28
85,2014-10-03,2014-09-29,1950.0,1900.0,50.0,5.0,1967.9000244140625,497.36,16.959999084472656,False,2014-09-29,True,10.65,-570.28
86,2014-10-10,2014-10-06,1930.0,1880.0,50.0,1.35,1906.1300048828125,-2254.63951171875,14.460000038146973,False,2014-10-06,True,9.7,-840.28
87,2014-10-24,2014-10-20,1845.0,1795.0,50.0,4.199999999999999,1964.5799560546875,417.36,22.11000061035156,False,2014-10-20,False,,417.36
88,2014-10-31,2014-10-27,1920.0,1870.0,50.0,2.9,2018.050048828125,287.36,17.239999771118164,False,2014-10-27,False,,287.36
89,2014-11-07,2014-11-03,1970.0,1920.0,50.0,1.15,2031.9200439453125,112.36,14.40999984741211,False,2014-11-03,False,,112.36
90,2014-11-14,2014-11-10,1985.0,1935.0,50.0,0.7,2039.8199462890625,67.36,13.15999984741211,False,2014-11-10,False,,67.36
91,2014-11-28,2014-11-24,2020.0,1970.0,50.0,0.25,2067.56005859375,22.360000000000007,12.920000076293944,False,2014-11-24,False,,22.360000000000007
92,2014-12-05,2014-12-01,2025.0,1975.0,50.0,2.4000000000000004,2075.3701171875,237.36000000000004,14.15999984741211,False,2014-12-01,False,,237.36000000000004
93,2014-12-12,2014-12-08,2035.0,1985.0,50.0,0.8500000000000001,2002.3299560546875,-3184.64439453125,13.050000190734863,False,2014-12-08,True,10.4,-960.2800000000001
94,2014-12-26,2014-12-22,2025.0,1975.0,50.0,0.7,2088.77001953125,67.36,16.31999969482422,False,2014-12-22,False,,67.36
95,2015-01-02,2014-12-29,2045.0,1995.0,50.0,0.8,2058.199951171875,77.36,16.040000915527344,False,2014-12-29,False,,77.36
96,2015-01-09,2015-01-05,2015.0,1965.0,50.0,7.399999999999999,2044.81005859375,737.36,19.190000534057617,False,2015-01-05,True,14.3,-695.2800000000002
97,2015-01-23,2015-01-20,1970.0,1920.0,50.0,5.05,2051.820068359375,502.36,20.06999969482422,False,2015-01-20,False,,502.36
98,2015-01-30,2015-01-26,2000.0,1950.0,50.0,2.75,1994.989990234375,-228.6409765625,16.959999084472656,False,2015-01-26,True,11.45,-875.2799999999999
99,2015-02-06,2015-02-02,1945.0,1895.0,50.0,2.75,2055.469970703125,272.36,20.88999938964844,False,2015-02-02,False,,272.36
100,2015-02-13,2015-02-09,2000.0,1950.0,50.0,2.6,2096.989990234375,257.36,19.15999984741211,False,2015-02-09,False,,257.36
101,2015-02-27,2015-02-23,2060.0,2010.0,50.0,1.1,2104.5,107.36,15.050000190734863,False,2015-02-23,False,,107.36
102,2015-03-06,2015-03-02,2055.0,2005.0,50.0,0.0499999999999999,2071.260009765625,2.359999999999999,13.899999618530272,False,2015-03-02,False,,2.359999999999999
103,2015-03-13,2015-03-09,2020.0,1970.0,50.0,1.35,2053.39990234375,132.36,15.720000267028809,False,2015-03-09,False,,132.36
104,2015-03-27,2015-03-23,2060.0,2010.0,50.0,0.5,2061.02001953125,47.36,13.520000457763672,False,2015-03-23,True,15.4,-1495.28
105,2015-04-03,2015-03-30,2010.0,1960.0,50.0,0.2,2066.9599609375,17.36,14.760000228881836,False,2015-03-30,False,,17.36
106,2015-04-10,2015-04-06,2015.0,1965.0,50.0,1.5,2102.06005859375,147.36,15.75,False,2015-04-06,False,,147.36
107,2015-04-24,2015-04-20,2030.0,1980.0,50.0,0.3,2117.68994140625,27.360000000000003,13.670000076293944,False,2015-04-20,False,,27.360000000000003
108,2015-05-01,2015-04-27,2070.0,2020.0,50.0,0.5,2108.2900390625,47.36,12.34000015258789,False,2015-04-27,False,,47.36
109,2015-05-08,2015-05-04,2060.0,2010.0,50.0,0.2999999999999999,2116.10009765625,27.359999999999992,13.119999885559082,False,2015-05-04,False,,27.359999999999992
110,2015-05-22,2015-05-18,2075.0,2025.0,50.0,1.05,2126.06005859375,102.36,13.079999923706056,False,2015-05-18,False,,102.36
111,2015-05-29,2015-05-26,2080.0,2030.0,50.0,1.35,2107.389892578125,132.36,13.449999809265137,False,2015-05-26,False,,132.36
112,2015-06-05,2015-06-01,2065.0,2015.0,50.0,2.45,2092.830078125,242.36000000000004,13.920000076293944,False,2015-06-01,False,,242.36000000000004
113,2015-06-12,2015-06-08,2050.0,2000.0,50.0,3.2,2094.110107421875,317.36,14.84000015258789,False,2015-06-08,False,,317.36
114,2015-06-26,2015-06-22,2065.0,2015.0,50.0,0.4,2101.489990234375,37.36,13.420000076293944,False,2015-06-22,False,,37.36
115,2015-07-03,2015-06-29,2060.0,2010.0,50.0,5.75,2076.780029296875,572.36,16.700000762939453,False,2015-06-29,True,13.599999999999998,-790.2799999999997
116,2015-07-10,2015-07-06,2035.0,1985.0,50.0,4.85,2076.6201171875,482.36,18.64999961853028,False,2015-07-06,False,,482.36
117,2015-07-24,2015-07-20,2080.0,2030.0,50.0,0.6499999999999999,2079.64990234375,27.350234374999992,12.25,False,2015-07-20,True,1.45,-85.28
118,2015-07-31,2015-07-27,2035.0,1985.0,50.0,3.55,2103.840087890625,352.36,15.600000381469728,False,2015-07-27,False,,352.36
119,2015-08-07,2015-08-03,2060.0,2010.0,50.0,1.25,2077.570068359375,122.36,12.850000381469728,False,2015-08-03,False,,122.36
120,2015-08-14,2015-08-10,2030.0,1980.0,50.0,0.35,2091.5400390625,32.36,12.729999542236328,False,2015-08-10,False,,32.36
121,2015-09-04,2015-08-31,1930.0,1880.0,50.0,7.4,1921.219970703125,-140.64292968749996,27.030000686645508,False,2015-08-31,True,23.7,-1635.2799999999997
122,2015-09-11,2015-09-08,1860.0,1810.0,50.0,0.7500000000000001,1961.050048828125,72.36000000000001,25.049999237060547,False,2015-09-08,False,,72.36000000000001
123,2015-09-25,2015-09-21,1895.0,1845.0,50.0,1.2000000000000002,1931.3399658203125,117.36,21.96999931335449,False,2015-09-21,False,,117.36
124,2015-10-02,2015-09-28,1870.0,1820.0,50.0,6.199999999999999,1951.3599853515625,617.3599999999999,25.020000457763672,False,2015-09-28,False,,617.3599999999999
125,2015-10-09,2015-10-05,1890.0,1840.0,50.0,0.65,2014.8900146484373,62.36,20.309999465942383,False,2015-10-05,False,,62.36
126,2015-10-23,2015-10-19,1970.0,1920.0,50.0,0.4499999999999999,2075.14990234375,42.35999999999999,15.68000030517578,False,2015-10-19,False,,42.35999999999999
127,2015-10-30,2015-10-26,2015.0,1965.0,50.0,1.15,2079.360107421875,112.36,14.760000228881836,False,2015-10-26,False,,112.36
128,2015-11-06,2015-11-02,2020.0,1970.0,50.0,0.75,2099.199951171875,72.36,15.40999984741211,False,2015-11-02,False,,72.36
129,2015-11-13,2015-11-09,2040.0,1990.0,50.0,2.0,2023.0400390625,-1498.63609375,15.34000015258789,False,2015-11-09,True,6.05,-410.28
130,2015-11-27,2015-11-23,2030.0,1980.0,50.0,0.4,2090.110107421875,37.36,16.149999618530273,False,2015-11-23,False,,37.36
131,2015-12-04,2015-11-30,2030.0,1980.0,50.0,1.9,2091.68994140625,187.36,15.550000190734863,False,2015-11-30,False,,187.36
132,2015-12-11,2015-12-07,2035.0,1985.0,50.0,2.1500000000000004,2012.3699951171875,-2050.64048828125,15.649999618530272,False,2015-12-07,True,11.95,-985.2799999999999
133,2015-12-25,2015-12-21,1945.0,1895.0,50.0,0.8500000000000001,2060.989990234375,82.36000000000001,19.63999938964844,False,2015-12-21,False,,82.36000000000001
134,2016-01-01,2015-12-28,2000.0,1950.0,50.0,1.4,2043.93994140625,137.36,17.649999618530273,False,2015-12-28,False,,137.36
135,2016-01-08,2016-01-04,1985.0,1935.0,50.0,9.1,1922.030029296875,-4092.64,22.479999542236328,False,2016-01-04,True,16.900000000000002,-785.2800000000002
136,2016-01-22,2016-01-19,1815.0,1765.0,50.0,2.25,1906.9000244140625,222.36,25.39999961853028,False,2016-01-19,True,16.4,-1420.2799999999997
137,2016-01-29,2016-01-25,1840.0,1790.0,50.0,3.8,1940.239990234375,377.36,23.299999237060547,False,2016-01-25,False,,377.36
138,2016-02-05,2016-02-01,1870.0,1820.0,50.0,2.8,1880.050048828125,277.36,21.31999969482422,False,2016-02-01,True,12.95,-1020.2799999999999
139,2016-02-12,2016-02-08,1810.0,1760.0,50.0,8.399999999999999,1864.780029296875,837.3599999999999,25.88999938964844,False,2016-02-08,True,12.200000000000001,-385.2800000000002
140,2016-02-26,2016-02-22,1850.0,1800.0,50.0,0.35,1948.050048828125,32.36,20.13999938964844,False,2016-02-22,False,,32.36
141,2016-03-04,2016-02-29,1880.0,1830.0,50.0,1.65,1999.989990234375,162.36,20.489999771118164,False,2016-02-29,False,,162.36
142,2016-03-11,2016-03-07,1930.0,1880.0,50.0,1.5,2022.18994140625,147.36,17.979999542236328,False,2016-03-07,False,,147.36
143,2016-03-25,2016-03-21,1980.0,1930.0,50.0,0.0999999999999999,2035.93994140625,7.359999999999998,14.56999969482422,False,2016-03-21,False,,7.359999999999998
144,2016-04-01,2016-03-28,1970.0,1920.0,50.0,0.45,2072.780029296875,42.36,15.649999618530272,False,2016-03-28,False,,42.36
145,2016-04-08,2016-04-04,2010.0,1960.0,50.0,0.35,2047.5999755859373,32.36,13.880000114440918,False,2016-04-04,False,,32.36
146,2016-04-22,2016-04-18,2020.0,1970.0,50.0,0.45,2091.580078125,42.36,14.869999885559082,False,2016-04-18,False,,42.36
147,2016-04-29,2016-04-25,2030.0,1980.0,50.0,1.0499999999999998,2065.300048828125,102.36,14.06999969482422,False,2016-04-25,False,,102.36
148,2016-05-06,2016-05-02,2005.0,1955.0,50.0,0.7999999999999999,2057.139892578125,77.36,16.329999923706055,False,2016-05-02,False,,77.36
149,2016-05-13,2016-05-09,2000.0,1950.0,50.0,0.6,2046.6099853515625,57.36,15.199999809265137,False,2016-05-09,False,,57.36
150,2016-05-27,2016-05-23,1995.0,1945.0,50.0,0.6000000000000001,2099.06005859375,57.36000000000001,16.329999923706055,False,2016-05-23,False,,57.36000000000001
151,2016-06-03,2016-05-31,2045.0,1995.0,50.0,0.2,2099.1298828125,17.36,13.9399995803833,False,2016-05-31,False,,17.36
152,2016-06-10,2016-06-06,2045.0,1995.0,50.0,0.15,2096.070068359375,12.36,13.84000015258789,False,2016-06-06,False,,12.36
153,2016-06-24,2016-06-20,2020.0,1970.0,50.0,1.85,2037.4100341796875,182.36,17.420000076293945,False,2016-06-20,False,,182.36
154,2016-07-01,2016-06-27,1985.0,1935.0,50.0,9.8,2102.949951171875,977.36,24.3799991607666,False,2016-06-27,False,,977.36
155,2016-07-08,2016-07-05,2045.0,1995.0,50.0,1.5,2129.89990234375,147.36,16.049999237060547,False,2016-07-05,False,,147.36
156,2016-07-22,2016-07-18,2105.0,2055.0,50.0,0.3,2175.030029296875,27.360000000000003,12.75,False,2016-07-18,False,,27.360000000000003
157,2016-07-29,2016-07-25,2120.0,2070.0,50.0,1.05,2173.60009765625,102.36,12.640000343322754,False,2016-07-25,False,,102.36
158,2016-08-05,2016-08-01,2125.0,2075.0,50.0,0.25,2182.8701171875,22.36,11.890000343322754,False,2016-08-01,False,,22.36
159,2016-08-12,2016-08-08,2135.0,2085.0,50.0,0.45,2184.050048828125,42.36000000000001,11.65999984741211,False,2016-08-08,False,,42.36000000000001
160,2016-08-26,2016-08-22,2140.0,2090.0,50.0,1.65,2169.0400390625,162.36,12.529999732971191,False,2016-08-22,False,,162.36
161,2016-09-02,2016-08-29,2125.0,2075.0,50.0,1.3,2179.97998046875,127.36,14.09000015258789,False,2016-08-29,False,,127.36
162,2016-09-23,2016-09-19,2095.0,2045.0,50.0,1.55,2164.68994140625,152.36,15.140000343322754,False,2016-09-19,False,,152.36
163,2016-09-30,2016-09-26,2120.0,2070.0,50.0,4.65,2168.27001953125,462.36000000000007,13.260000228881836,False,2016-09-26,False,,462.36000000000007
164,2016-10-07,2016-10-03,2125.0,2075.0,50.0,2.85,2153.739990234375,282.36,13.75,False,2016-10-03,False,,282.36
165,2016-10-14,2016-10-10,2110.0,2060.0,50.0,0.35,2132.97998046875,32.36,14.1899995803833,False,2016-10-10,False,,32.36
166,2016-10-28,2016-10-24,2100.0,2050.0,50.0,0.4999999999999999,2126.409912109375,47.35999999999999,13.1899995803833,False,2016-10-24,False,,47.35999999999999
167,2016-11-04,2016-10-31,2085.0,2035.0,50.0,3.0,2085.179931640625,297.36,16.309999465942383,False,2016-10-31,True,4.25,-130.28
168,2016-11-11,2016-11-07,2045.0,1995.0,50.0,4.9,2164.449951171875,487.36000000000007,19.780000686645508,False,2016-11-07,False,,487.36000000000007
169,2016-11-25,2016-11-21,2135.0,2085.0,50.0,0.1,2213.35009765625,7.359999999999999,13.270000457763672,False,2016-11-21,False,,7.359999999999999
170,2016-12-02,2016-11-28,2170.0,2120.0,50.0,1.2000000000000002,2191.949951171875,117.36,13.399999618530272,False,2016-11-28,False,,117.36
171,2016-12-23,2016-12-19,2215.0,2165.0,50.0,0.5,2263.7900390625,47.36,12.5,False,2016-12-19,False,,47.36
172,2016-12-30,2016-12-27,2220.0,2170.0,50.0,0.15,2238.830078125,12.36,12.260000228881836,False,2016-12-27,False,,12.36
173,2017-01-06,2017-01-03,2195.0,2145.0,50.0,0.3,2276.97998046875,27.360000000000003,14.06999969482422,False,2017-01-03,False,,27.360000000000003
174,2017-01-13,2017-01-09,2235.0,2185.0,50.0,0.9,2274.639892578125,87.36,11.710000038146973,False,2017-01-09,False,,87.36
175,2017-01-27,2017-01-23,2230.0,2180.0,50.0,1.05,2294.68994140625,102.36,12.300000190734863,False,2017-01-23,False,,102.36
176,2017-02-03,2017-01-30,2255.0,2205.0,50.0,2.75,2297.419921875,272.36,11.100000381469728,False,2017-01-30,False,,272.36
177,2017-02-10,2017-02-06,2260.0,2210.0,50.0,0.8,2316.10009765625,77.36,11.369999885559082,False,2017-02-06,False,,77.36
178,2017-02-24,2017-02-21,2315.0,2265.0,50.0,0.2,2367.340087890625,17.36,12.050000190734863,False,2017-02-21,False,,17.36
179,2017-03-03,2017-02-27,2330.0,2280.0,50.0,0.95,2383.1201171875,92.36,11.779999732971191,False,2017-02-27,False,,92.36
180,2017-03-10,2017-03-06,2345.0,2295.0,50.0,1.2000000000000002,2372.60009765625,117.36,11.59000015258789,False,2017-03-06,False,,117.36
181,2017-03-24,2017-03-20,2340.0,2290.0,50.0,0.95,2343.97998046875,92.36,11.710000038146973,False,2017-03-20,True,7.8999999999999995,-700.2799999999999
182,2017-03-31,2017-03-27,2305.0,2255.0,50.0,4.4,2362.719970703125,437.36000000000007,14.779999732971191,True,2017-03-27,False,,437.36000000000007
183,2017-04-07,2017-04-03,2325.0,2275.0,50.0,0.95,2355.5400390625,92.36,12.59000015258789,False,2017-04-03,False,,92.36
184,2017-04-14,2017-04-10,2320.0,2270.0,50.0,0.4,2328.949951171875,37.36,13.239999771118164,False,2017-04-10,False,,37.36
185,2017-04-28,2017-04-24,2310.0,2260.0,50.0,0.15,2384.199951171875,12.36,11.5600004196167,False,2017-04-24,False,,12.36
186,2017-05-12,2017-05-08,2365.0,2315.0,50.0,1.1,2390.89990234375,107.36,10.529999732971191,False,2017-05-08,False,,107.36
